"","id","coment2","coment4","coment6","coment8","coment10","coment12","coment14","coment16","coment18","coment20","coment22","coment24","coment26","coment29","coment31"
"11",11,"Hola a todos:
Les recomiendo el Huerto, restaurante, platos vegetarianos/también veganos dichosos y preparados con gran eficiencia gastronómica.
Atentamente,
Francisca Gallardo","Linda casa en Barranquilla es la sede de uno de los restaurantes vegetarianos mejor calificados. Platos del día frescos a pesar de lo difícil que debe ser tener un  tofu atomatado en el calor y humedad de la zona. Porciones muy grandes para mi pero...balanceados con sabores equilibrados aunque estaba en búsqueda de platos más tradicionales fruto de la fusión de inmigrantes árabes. Faltaron platos más colombianos. Probamos una torta de chocolate con la textura que le da la harina de arroz, buen sabor pero podrían hacerla más húmeda.muy buena atención y sitio muy agradable y limpio.Más","Es una rica opción para si buscan un almuerzo rápido y sano en el sector. Tienen un menu del dia variado con cremas/sopas ricas. Los precios son moderados, y también tienen una sección para comprar productos vegetarianos para llevar a casa. Recomendado.","Según mi madre, hace unos años el menú era mejor. Fuí por primera vez hace unos días u y el menú era muy pobre. Poca comida, exceso de carbohidratos, ensalada con pocos vegetales, pocas opciones de bebidas junto con el menú. El mesero poco amable....No regreso.Más","Tratando de comer sano, recurri una vez más al huerto, su comida es saludable y de buen sabor.
Los precios son muy económicos. Los menús para almuerzos variados y bien servido.
Poco a poco le han ido dando un vuelco al lugar, mejorando su decoración,...siempre voy o pido a domicilio. mantienen su calidad!
👌👌👌👌Más","Muy ricos los almuerzos del día. Bastante económicos, la atención es buena y el restaurante es acogedor. Las sopas de verduras que vienen con el almuerzos son muy ricas;
En general todas los platos muy buenos. 

Recomendado!","comida con ingredientes muy sanos, especial para personas vegetarianas o con algunos problemas de salud  que requieran ese tipo de alimentacion. comida muy sabrosa, variada y unos jugos deliciosos.","Atención pésima a mi parecer, la sopa de verduras me quede aterrada del precio y de lo que me sirvieron y como me lo sirvieron, realmente si es un lugar de comida vegana y vegetaria está a años luz de cualquier establecimiento que brinda alimentos....Muy decepcionada del lugar.Más","Muy económico y casero, variados menús, se sale satisfecho y feliz del lugar. Cada vez que venga a Barranquilla lo tendré como primera opción a la hora del almuerzo.","Siempre es un excelente lugar para desayunar, almorzar y cenar saludablemente sin remordimientos y muy rico. Ademas de ser un restaurante es un ""mini market de comida saludable"" pueden encontrar pan 100% integral, pasta 100%, quinoa, quinoa inflada, pasta de arroz, entre otros productos para...tu cocina saludable y deliciosa. yo lo recomiendo mucho para las personas que les gusta cuidarse pero comiendo muy sabroso.Más",NA,NA,NA,NA,NA
"12",12,"Me encanta este restaurante, he ido desde los comienzos a este restaurante y iempre me ha encantado, la comida es fresca, deliciosa y saludables, baja en grasa y con productos que se ven de calidad. Sus platos son novedosos y definitivamente lo que mas me...gusta es la atencion. Los propietarios, Roxanna y Omar te hacen sentir en casa, y siemre piensan en los clientes, personalmente yo siempre voy con mi mama y ambas somos vegetarianas, asi que les recomiendo este restaurante tanto a los vegetarianos como a los aue no lo sonMás","Es restaurante arabe atendido por sus propietarios lo cual te ofrece una experiecia diferente. No dejes de pedir los sanduches","Sabores especiales vale la pena conocerlo, comida sana con ingredientes naturales, un buen y calido servicio","Es un restaurante al que de verdad vale la pena ir. Tienen una carta muy variada, con platos árabes de muy buena calidad, diferentes, sin tanta grasa, con especias árabes que hacen de sus platos una alternativa diferente y verdaderamente árabe.
Además, fuimos atendidos por...el propietario quien se encargó de hacernos sentir muy bien atendidos y como en casa. 
Tienen pizzas, dulces y platos árabes.
Hoy probamos la pizza  Fusión, kibbeh (que sabe totalmente diferente), agua de rosas y café árabe, todo estuvo delicioso.
Me enamoré de este restaurante, vendré a probar cada uno de sus platos.Más",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,"Un lugar tan mágico como excelente, atención excelente, comida excelente, un ambiente muy bonito y familiar, con unos sabores increíbles y una sorpresa culinaria dos a día, simplemente excelente. Súper recomendado!!!!","He visitado el lugar un par de veces y es muy acogedor.  Lo atienden sus propios dueños con un atento servicio y comida de excelente calidad a muy buenos precios.  Podrás comer como en tu casa, muy sano y también podrás llevar exquisitas preparaciones y...panes artesanales a casa. Las arepas rellenas son exquisitas y los almuerzos también. 100% recomendado.Más",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"Nos animaron a probar la chicha morada,  para acompañar los platos y nos gustó.
El restaurante presenta los platos principales de esta gastronomía: el pescado a la huacaina, croquetas de camarón, etc.    Sin embargo, me llamo la atención el ceviche tricolor,  esta muy bien presentado....Los dueños son muy amables y puedes preguntarles de los platos que le darán detalles curiosos.
Aunque el lugar no es grande, es cómodo con a.a. y buena atencion. 
Hay días específicos donde preparan el aji gallina.Más","En nuestra ultima visita a Barranquilla, nos recoemndaron un restaurante Peruano muy cerca del terminal de transporte de Berlinas que viaja a Cartagena. Alli fuimos atendidos por los dueños, quienes son excelente anfitriones.
Las opciones de ceviche estuvieron fabulozas, el lomo salteado a la manera...tradicional y todos los sabores muy peruanos.Más","La comida es buena
El sabor es típico peruano el restaurante es pequeño y sencillo pero considero que el precio de los platos es exagerado.","Muchas gracias por la atención recibida! Fuimos atendidas por los dueños del local, personas muy amables! Excelente comida y ambiente!","Recomiendo los platos fantasía criolla y fantasía marina. Buen ambiente, excelente atención. Auténtica comida peruana","Luego de una jornada de trabajo extensa decidí revisar restaurantes de comida peruana y di con este. Pedí un Pulpo perú caribe y sin problemas me hicieron un cambio del acompañamiento. El sabor y la cocción estaban perfectas y la combinación con chicha morada fue...lo mejor.
La atención por parte de los dueños desde que ingresé hasta que me retiré del restaurante. Recomendado.Más","El mejor arroz chaufa que hemos probado, el servicio es muy especial te atienden los dueños un peruano y una cartagenera muy atentos... simplemente delicioso","Después de una semana de comida Colombiana (buenas y diferentes a la peruana), El tiradito y el ceviche fueron una delicia. Un viaje mental a Perú.","Deliciosa y variada comida peruana,  y cálida atención.  El ambiente es pequeño y acogedor. A todos nos encantó.","La comida es exquisita! La mejor comida peruana de Barranquilla! Su dueño es peruano y destaca que la comida mantiene la tradición de los hogares del Perú. Las mejores salsa Huancaína que podrán encontrar en esta ciudad.",NA,NA,NA,NA,NA
"15",15,"la comida es deliciosa, con proteína y vegetales frescos, las porciones son abundantes en comparación con otros restaurantes con el mismo rango de precios. solo no me gusto el sabor, un poco exagerado a mi gusto, de jengibre en el lomein y aun asi estaba...exquisito 9/10Más","Para comer en el sitio imposible, las mesas estan grasosas y el aire no funcionaba asi que pedimos para comer en el carro y nos sirvieron como con desgano, literal si quisiera que me tratan mal voy a otros sitios en los que la comida...por lo menos es mejor.
La fotose ve aseada pero el piso y las mesas son un graserio terribleMás","Debes tener suerte la en general es muy baja de proteinas. Me sentí engañado, Lo que te sirven es muy diferente de lo que ofrecen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,"Nos tuvieron media hora esperando en la puerta mientras se desocupaba una mesa. Y cuando la mesa se desocupó y ya íbamos entrar la mesera nos dijo que la mesa estaba reservada. Pésima atención en este restaurante y respuesta por parte de la administradora.","En Olivia la pasamos increíble, exquisito ambiente, comida deliciosa, atención esmerada  y ubicado en un lugar muy concurrido y fácil de llegar.","La comida deliciosa y muy variada, buen servicio, Atención y precio, el ambiente muy acogedor. Compartir en el lugar es muy agradable","Empecemos por el ambiente. Muy acogedor! 
La temperatura bien administrada. Ni frío agobiante ni calor sofocante.
El servicio, bueno. Cuando llegamos no había mesa disponible pero en cuestión de 5 minutos nos ubicaron cómodamente. El personal con el que tuvimos contacto, paisa. Entendible por el...origen del restaurante. Son muy cálidos y atentos. Una atención muy espontánea, nada forzada.
La comida DELICIOSA! La carta amplia, para elegir.
Los camarones al ajillo, especiales. Las pizzas ni hablar!Más","Las pastas son demasiado deliciosas, el sitio es demasiado nice, ambiente, música. Todo espectacular. Llegamos y mil años para atendernos, súper todo pero hay que mejorar el servicio para que el sitio sea perfecto.","Muy recomendado. Empezando por el ambiente y la atención. La carta es amplia y los platos son deliciosos.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,"Pésimo servicio, deberían poner un aviso que si van a trabajar no se pueden sentar en el lugar, me sentí acosada, porque estaba pendiente si me iban a levantar de la mesa cuando se llenara el lugar, porque fue lo que manifestó la mesera que...nos atendió, que solo podíamos estar máximo una hora (porque sacamos el computador para revisar unas cosas), y que si se llenaba el lugar debíamos desocupar la mesa.
La actitud del administrador no fue la mejor cuando se le manifestó la inconformidad. 
No volvería!!Más","La primera vez que fui a este lugar. Me gustó mucho. Buen servicio. Buena ubicación. Pero lo mejor: la comida. Comida tipo saludable y de buena calidad. Es muy ideal cuando quieres comer algo ligero por la tarde o por la noche. Precios muy razonables.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,"Buen restaurante, un oásis en Barranquilla. Excelente cocina francesa, y carnes espectaculares. Todo a muy buen precio. Situado en un barrio tradicional de la ciudad, en una bella Casona. Lo atiende directamente su dueño y chef. Lo recomiendo.","Fuimos hoy en familia a celebrar el día de la madre. El sitio es sencillo. En un barrio tradicional de Barranquilla, agradable, cómodo, bien iluminado, es una vieja casona del barrio Bellavista. El dueño y chef es un suizo llamado Stefano, muy amable. La comida...excelente. Deliciosas carnes, sobre todo el steak 3  pimientas. Para la celebración tenían un menú completísimo con cóctel, entrada de volovanes con mariscos o crema de ahuyama. De plato fuerte una variedad de carnes con langostinos, tocineta y un puré de papas espectacular. De postre un mousse de chocolate en salsa de mango delicioso, o si no  islas flotantes!.  Buenos y variados vinos, precios módicos para la calidad de la comida. Lo recomiendo, vale la pena. Muy buena comida francesa, buen servicio, todo sin tanta prosopopeya y a precios moderados.Más","excelente servicio, comida exquisita, un sueño de atención, platillos  diferentes variados y a muy buen precio y lo mejor de todo atendido por el chef y propietario","Buen sitio, al interior de una casa amplia. Muy original llevar la carta en tablero a la mesa, un menú surtido. La preparación de los platos es buena y tiene buen sabor. La música es agradable y es una buena opción para conversar. Mi comida...estaba un poco salada pero el chef fue a la mesa a atender las recomendaciones. Buen lugar al que le auguro much oexitoMás","Me gustó mucho el restaurante, el Chef francés nos atendió personalmente, disfrutamos la cena y el vino, recomiendo el cheesecake de banano","Es un  verdadero placer cenar en la casona del francés, la comida es deliciosa, tiene una excelente atención, el chef y propietario es muy amable, es quien nos da la bienvenida (cuando no está en la cocina), siempre esta pendiente de todo, muy atento,y la...comida es exquisita. Los sábados hay música en vivo, una chica canta con su guitarra, tiene una hermosísima voz. El ambiente es muy agradable para cenar, hablar y compartir... Recomendado!Más","🇫🇷Auténtica comida francesa? Te la tengo... La Casona Del Francés, un restaurante con una excelente y exquisita selección de platos exquisitos, en esta visita hicimos comenzamos con una entrada d ensalada mixta: lechuga, tomates, jamón Serrano, melon, queso, cebolla roja y un toque de aceite...de oliva... Una delicia; luego una mezcla de platos fuertes: Lomo a las 3 pimientas acompañada de papas a la francesa, no es picante, las pimienta se mantienen al margen, la carne 3/4tos Bn jugosa manteniendo la textura y el sabor y la lasagna a la bolañesa, eso sí, tiene su toque frances, el sabor es delicioso y su salsa roja no empalaga como ocurren con muchas de las lasagna Q pueden encontrarse en la ciudad. Excelente atención, música y sin lugar a duda la mano del Chef frances Stèphane D'Angelo en cada plato cuidando su presentación y detalle de cada plato.Más","No conocía y vine hoy por primera vez!!  Me transporté a Paris con sus sabores!!  Se nota q el chef y propietario es francés!!  Súper recomendado!!! Voy a volver muchas veces!!!","Probamos prácticamente toda la oferta del sitio, compartiéndola entre todos,buena comida de bistro,el sitio poco agradable y con aire acondicionado deficiente.
El propietario debería asesorarse con un profesional del diseño,valdría la pena.","Este es un pequeño y reciente restaurante de la ciudad. Tiene un menú pequeño pero muy bien manejado.  El toque francés está dado de forma sencilla sin amaneramiento. Para repetir la sopa tradicional de cebolla y la sobrebarriga (bavette) excepcional. Los postres de ensueño.  Este...restaurante incrementa con calidad la oferta gastronómica barranquillera   No deje de probarlo.Más",NA,NA,NA,NA,NA
"19",19,"Grata experiencia la comida espectacular solo superada por el excelente servicio que nos brindaron  vale la pena,el lugar la comida y la atención factores que logran enamorar","Pedí un ""burrito"" ""ranchero"" y resultó ser un enorme mazacote repleto de arroz al curry que no sabe a nada, con media salchicha zenú y una hilacha de tocineta. No sé cómo pueda ser saludable. Insípido, falto de condimento y supremamente seco. Además carísimo. Te...clavan ese precio por tener a un chico muy amable haciendo malabares con un cuchillo. Típica trampa para oficinista pretencioso. No vuelvo nunca más.Más","Ya era hora que hubiera un restaurante de este tipo en Barranquilla, comida sana, buenos precios y buena variedad.","Una opción diferente, comida fresca, saludable, abundante, buenos precios y muy buena atención.  
Cuenta con parque infantil.  Recomiendo el Cesar's Wrapito, las ensaladas, todo es rico!","La verdad es una opción diferente. Es un tipo de comida rápida con variedad de combinaciones cuya base es el pollo. La atención es excelente y el precio es normal, parecido al de cualquier restaurante de comidas rápidas, aunque en ese lugar es mucho más...sano.Más","El restaurante es muy bueno, la comida es deliciosa precios desde 11.900$, las alitas en salsa bbq buenisimas.","Me fui deseando con todo mi corazón que sería Adoba o Chipotle, restaurantes ECHO DE ESTADOS UNIDOS. La comida estaba bien, todo estaba limpio, y que cocinar y cortar la pechuga de pollo (me gusta saber que estoy comiendo pechuga de pollo), pero el sabor...de Chipotle y Adoba simplemente no le pegaba. Sin embargo, si estás buscando una buena comida, un poco diferente de la comida del almuerzo, hora de norma Barranquilla.Más",NA,NA,NA,NA,NA,NA,NA,NA
"20",20,"Es deliciosaa! Tenia ganas de una ensalada muy rica, y llegue al lugar indicado, la salsa es exquisita, y a un precio justo, volveria mil veces!","El sitio, pequeñito, pero acogedor, ofrece deliciosas alternativas. El personal de meseros, súper amables y pendientes de complacer los pedidos. 
Le reforzaría la seguridad, especialmente en la terraza, con un vigilante privado que le de mayor seguridad a los comensales que eligen el ambiente exterior....Las salsas que utilizan en la ensalada Terrine y en el sandwinch de Camarones son DE MUERTE LENTA, DELI CIO SAS! tanto que no entiendo porqué no han pensado en comercializarlas como ahora hacen tantos restaurantes.Más","Las mejores ensalada y. Sandwich en Barranquilla la atención muy buena y me gustaría un poco más de salsa para las ensaladas pero del resto espec","Compartir con amigos con un menú excelente y una grata atención  es estar en este sitio las ensaladas y el club sándwich superr recomedadoo","Desde que se ingresa al sitio, se percibe que las recomendaciones de ir eran ciertas.
La atención y explicación de los diferentes platos ayuda al cliente a decidir.
Escogimos la ensalada de la casa, y podemos decir que es muy buena. 
Abundante para el precio...y acompañada del pan que suministran es un plato que seguro volveremos a pedir.
Podemos resumir en que recomendamos este sitio a los que les gusta una buena charla acompañada de una buena cena ligera.Más","Para compartir  y tener un comida saludable con buen precio. La Terrine da pocas pero buenas opciones de este tipo de comida.","Sitio agradable, con un buen menu, un jugo de mandarina excelente y la ensalada terrine, una de las mejores que he probado.","Este es un buen restaurante, con opciones deliciosas y variadas. Las ensaladas son excelentes y los Sandwichs tambien. Lo unico es que hay ocasiones en que uno realmente quiere comer alli pero ya lo encuentra cerrado.","Agradable ambiente con buena música. Excelente la variedad en la carta tanto en ensaladas sopas, cremas y sandwiches. Meseros atentos y rapido servicio.
Recomiendo  el sandwich de camaron en pan ciabata. La ensalada de Quinoa y la de la casa Terrine.","El ambiente es agradable, la amabilidad impecable, muy enfocado en la satisfacción del público, en su categoría le doy una calificación de 4,5..",NA,NA,NA,NA,NA
"21",21,"Its really good, es muy bueno.
Outdoor or indoor, terraza o interno.
Good service, buen servicio.
Big issue/Dato Grande relevante
Portions of pasta are too small and they charge like a big one.
Porciones de pasta muy pequeñas y te las cobran como grande.
La...pasta es muy economica para servir pequeño por mas artesanal que sea.
Para llenarse hay que pedir dos pastas plato fuerte y eso seria $80,000 pesos.
Prefiero cobren una pasta en $45,000 y que sea grande a $38,000 y eso se acaba
Con nada.Más","El administrador muy grosero con los de la cocina delante de mi tiro un pan a la basura porq lo dejaron quemar. Pedimos pasta carbonara mal sabor medio dura así fue consumida y en efecto me hizo mal la vomité, una limonada de coco sin...sabor a coco. Mejoren el servicio y la comidaMás","Como italiano que soy no puedo no decir que la Bota es el ÚNICO restaurante italiano en Barranquilla. El chef Elio tiene grande sabiduría, experiencia y buen gusto para que ustedes puedan disfrutar de platos muy sabrosos y originales.","para disfrutar de la verdadera comida italiana es el mejor todo hecho ahi sin salsas prefabricadas que saben igual, todo es excelente.  Super recomendado","Vine a compartir con unas amigas y pasamos un mal rato pésimo servicio, el mesero es un grosero y tosco no tiene ni idea de servicio al cliente","Excelente restaurante atendido personalmente por su propietario, platos con pasta fresca, excelente bolognesa y las almejas para chuparse los dedos. Tienen muy buenos vinos italianos entre los que encontré un exquisito ""primitivo"". Recomendado 100%.!","Cuanta con música en vivo, las pastas muy buenas y el ambiente bastante agradable. Una visita para repetir.","El restaurante es una magnífica opción si se quiere comer comida italiana en Barranquilla. Es atendido personalmente por el dueño quien es el encargado de preparar la pasta fresca en el caso que sea la opción elegida. Tiene buena música y la atención es buena....No tiene grandes pretensiones pero la comida es deliciosa.Más","Excelente ambiente y atención. El sitio es pequeño pero muy acogedor, la comida muy buena y el precio es algo costoso.","Fuimos en familia.  La Pizza no es buena. Ni el sabor ni el tamaño sustenta el muy alto precio. No lo recomiendo.",NA,NA,NA,NA,NA
"22",22,"Un lugar donde puedes encontrar todas las opciones, puedes armar tu poke o escoger dentro de las sugerencias de la casa! También tienen sushi !",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,"Este lugar me había parecido muy bueno, pero la calidad bajó considerablemente, un lomo de 250 gr no tiene ni el peso de medio de eso, para completar término medio lo sirven a término well done, a demás de abierto para que pierda todos los...jugos. Espantoso, al menos aceptaron la devolución del plato. No lo recomiendo, la idea buena, la ejecución deja mucho que desearMás","Pedí a domicilio unos brownies de Mimi y me los trajeron en plena pandemia abiertos y con MOHO. Una falta de TODO","Iba de paso por Barranquilla y llegué aquí por una ensalada rápida, la atención fue genial y el sabor de la comida excelente. Además, compré productos para mi merienda en el viaje, muy completo y excelente servicio.","Esperamos 1 hora para tres limonada nunca llegaron, nos tocó levantarnos por los platos y unas botellas de agua. La comida nada especial. No lo recomiendo","Cabe aclarar que visitamos el de Cartagena, pero no lo encontré en la app y no quise dejar pasar la portunidad para dejar mi comentario. 

Después de una mojarra negra a la orilla de la playa, una de mis. Amigas decidió invitar un helado ""el...mejor helado que se han comido en sus vidas"", debo reconocer que este helado de máquina con sabor a maní es delicioso! Pará ser saludable / fit / bajo en grasas o como quieran llamarlo.

Además, el lugar es muy acogedor y aprovechamos para comprar.Más","Las porciones son generosas. Recomendado el chicken taco y el fit breaded chicken. El postre de leche de almendra es delicioso. Deben mejorar la atención, lentos para limpiar y estar pendientes de las necesidades de los clientes.","A mi me encanta! Encuentro miles de productos saludables. La pizza con masa saludable que se pide por Rappi es fantástica!","Estuve allí el sábado pasado. Una de tantas veces que he ido. Y siempre voy porque me venía gustando su concepto saludable. Pero...oh!, sorpresa!, en la terraza estaban unos extranjeros, de los cuales uno estaba fumando un habano: me sentí como en una casa donde...se practica brujería. El olor de tabaco rancio era insoportable. Exigí entonces a los encargados que obligaran a esa persona a apagar el habano o a irse del sitio, haciendo valer mi derecho de no fumador, como así lo postula la norma (ley 1335 de 2009), me respondieron con una cara de incertidumbre, dejándome claro que no tenían idea alguna de esa ley, a la cual deben ajustarse  por ser un establecimiento de comercio abierto al público, y aún más por su objeto social. Pero no culpo a los que estaban a esa hora atendiendo el local, porque es evidente que responden al precario compromiso con el consumidor que tiene la mayoría de los propietarios de los negocios de esta rochela llamada Barranquilla. Y cuando por fin se convencieron de que debían obligar al fumador a apagar el habano, se lo exigieron con tanta reverencia, vergüenza y complejo, que hasta le permitieron que se fumara en pedacito que le faltaba, para que que no se molestara el muy ignorante. Y todo, porque era un extranjero. Toda una exposición de la más patética colombianada y desafirmación cultural, como en su momento lo denunciaba David Sánchez Juliao. ¿Que si voy a volver? No sé. Ese día me sentí muy frustrado.Más","Esta es la mejor comida fit que hay en barranquilla. Aparte es un mercadito fit muy bien surtido. Muy lindo el lugar, buen ambiente y buen sabor. Recomendadisimo!!","Comida DELICIOSA! una opción saludable pero rica... recomiendo el salmón, el sushi y las hamburguesas, aunque en general todo es excelente. La atención es muy buena  y el concepto de restaurante-mercado es un hit!. 

Vuelvo siempre!",NA,NA,NA,NA,NA
"33",33,"Es un muy buen ambiente, agradable, limpio, tiene comida deliciosa y con sabores muy buenos, comer sano nunca antes había sido tan rico, los precios están bien, el personal es atento, el lugar es autoservicio, es comida rápida pero sana.","Es una buena opción si se quiere comer algo rico, pero bajo en calorías. Encontré buena la calidad de la comida","Una buena opción para mantenerse saludable. Recomenada cualquier ensalada cryspi con pollo o mariscos. Delicosos batidos.","Los wraps y las ensaladas son muy buenas. Los jugos se nota lo saludable en el sabor! Hay que probarlos todos!
La quinoa muy bien preparada","Siempre esta lleno, todo es rico, super saludable sus opciones, pero siempre encontaras esto lleno es como para comprar e irte, muy pequeño, esta dentro de un centro comercial y es una buena opcion rapida y saludable, sus wraps son muy ricos, el desayuno aqui...es buena opcion ya que esta mas vacio y puedes encontrar donde sentarte y estar comodo un rato aqui disfrutando de las delicidas fit.Más",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
