"","id","cocina","rango_precios","calificacion","numero_calificaciones","direccion","horario","comentarios","ranking"
"11",11,"Saludable","Medio",4,38,"Carrera 52 # 70-139 Casa, Barranquilla 080020 Colombia",NA,"felicitacioneshola a todosles recomiendo el huerto restaurante platos vegetarianostambin veganos dichosos y preparados con gran eficiencia gastronmicaatentamentefrancisca gallardobuena opcin vegetariana en barranquillalinda casa en barranquilla es la sede de uno de los restaurantes vegetarianos mejor calificados platos del da frescos a pesar de lo difcil que debe ser tener untofu atomatado en el calor y humedad de la zona porciones muy grandes para mi perobalanceados con sabores equilibrados aunque estaba en bsqueda de platos ms tradicionales fruto de la fusin de inmigrantes rabes faltaron platos ms colombianos probamos una torta de chocolate con la textura que le da la harina de arroz buen sabor pero podran hacerla ms hmedamuy buena atencin y sitio muy agradable y limpiomsrico a precio mdicoes una rica opcin para si buscan un almuerzo rpido y sano en el sector tienen un menu del dia variado con cremassopas ricas los precios son moderados y tambin tienen una seccin para comprar productos vegetarianos para llevar a casa recomendadopobre menu atencion poco amablesegn mi madre hace unos aos el men era mejor fu por primera vez hace unos das u y el men era muy pobre poca comida exceso de carbohidratos ensalada con pocos vegetales pocas opciones de bebidas junto con el men el mesero poco amableno regresomscomida sana tratando de comer sano recurri una vez ms al huerto su comida es saludable y de buen saborlos precios son muy econmicos los mens para almuerzos variados y bien servidopoco a poco le han ido dando un vuelco al lugar mejorando su decoracinsiempre voy o pido a domicilio mantienen su calidadmsrica comida vegetarianamuy ricos los almuerzos del da bastante econmicos la atencin es buena y el restaurante es acogedor las sopas de verduras que vienen con el almuerzos son muy ricasen general todas los platos muy buenos recomendadocomida sanacomida con ingredientes muy sanos especial para personas vegetarianas o con algunos problemas de saludque requieran ese tipo de alimentacion comida muy sabrosa variada y unos jugos deliciososcaro y regularatencin psima a mi parecer la sopa de verduras me quede aterrada del precio y de lo que me sirvieron y como me lo sirvieron realmente si es un lugar de comida vegana y vegetaria est a aos luz de cualquier establecimiento que brinda alimentosmuy decepcionada del lugarmsmuy deliciosomuy econmico y casero variados mens se sale satisfecho y feliz del lugar cada vez que venga a barranquilla lo tendr como primera opcin a la hora del almuerzoalmuerzo en familiasiempre es un excelente lugar para desayunar almorzar y cenar saludablemente sin remordimientos y muy rico ademas de ser un restaurante es un mini market de comida saludable pueden encontrar pan 100 integral pasta 100 quinoa quinoa inflada pasta de arroz entre otros productos paratu cocina saludable y deliciosa yo lo recomiendo mucho para las personas que les gusta cuidarse pero comiendo muy sabrosoms","#124 de 503 restaurantes en Barranquilla"
"12",12,"Saludable","Medio",5,4,"Carrera 43 90-14, Barranquilla 080020 Colombia",NA,"autentica comida libanesame encanta este restaurante he ido desde los comienzos a este restaurante y iempre me ha encantado la comida es fresca deliciosa y saludables baja en grasa y con productos que se ven de calidad sus platos son novedosos y definitivamente lo que mas megusta es la atencion los propietarios roxanna y omar te hacen sentir en casa y siemre piensan en los clientes personalmente yo siempre voy con mi mama y ambas somos vegetarianas asi que les recomiendo este restaurante tanto a los vegetarianos como a los aue no lo sonmsespectacular comidaes restaurante arabe atendido por sus propietarios lo cual te ofrece una experiecia diferente no dejes de pedir los sanduchesbuena opcion de comida arabesabores especiales vale la pena conocerlo comida sana con ingredientes naturales un buen y calido serviciome enamore de este restaurantees un restaurante al que de verdad vale la pena ir tienen una carta muy variada con platos rabes de muy buena calidad diferentes sin tanta grasa con especias rabes que hacen de sus platos una alternativa diferente y verdaderamente rabeadems fuimos atendidos porel propietario quien se encarg de hacernos sentir muy bien atendidos y como en casa tienen pizzas dulces y platos rabeshoy probamos la pizzafusin kibbeh que sabe totalmente diferente agua de rosas y caf rabe todo estuvo deliciosome enamor de este restaurante vendr a probar cada uno de sus platosms","#220 de 503 restaurantes en Barranquilla"
"13",13,"Saludable","No disponible",5,2,"Calle 76 65 53 Local 1, Barranquilla 080001 Colombia",NA,"excelenteun lugar tan mgico como excelente atencin excelente comida excelente un ambiente muy bonito y familiar con unos sabores increbles y una sorpresa culinaria dos a da simplemente excelente sper recomendadoexcelente atencin con un gran producto he visitado el lugar un par de veces y es muy acogedorlo atienden sus propios dueos con un atento servicio y comida de excelente calidad a muy buenos preciospodrs comer como en tu casa muy sano y tambin podrs llevar exquisitas preparaciones ypanes artesanales a casa las arepas rellenas son exquisitas y los almuerzos tambin 100 recomendadoms","#294 de 503 restaurantes en Barranquilla"
"14",14,"Saludable","Medio",4.5,102,"Calle 93 No 51-37 El Poblado, Barranquilla Colombia"," Cerrado ahora:  Ver todos los horarios","ceviche tricolornos animaron a probar la chicha moradapara acompaar los platos y nos gustel restaurante presenta los platos principales de esta gastronoma el pescado a la huacaina croquetas de camarn etcsin embargo me llamo la atencin el ceviche tricoloresta muy bien presentadolos dueos son muy amables y puedes preguntarles de los platos que le darn detalles curiososaunque el lugar no es grande es cmodo con aa y buena atencion hay das especficos donde preparan el aji gallinamsmuy buena opcion en barranquilla bbben nuestra ultima visita a barranquilla nos recoemndaron un restaurante peruano muy cerca del terminal de transporte de berlinas que viaja a cartagena alli fuimos atendidos por los dueos quienes son excelente anfitrioneslas opciones de ceviche estuvieron fabulozas el lomo salteado a la maneratradicional y todos los sabores muy peruanosmsnuena pero muy costosala comida es buenael sabor es tpico peruano el restaurante es pequeo y sencillo pero considero que el precio de los platos es exageradoel mejor almuerzomuchas gracias por la atencin recibida fuimos atendidas por los dueos del local personas muy amables excelente comida y ambientemuy buena comidarecomiendo los platos fantasa criolla y fantasa marina buen ambiente excelente atencin autntica comida peruanabuena eleccin y grata atencinluego de una jornada de trabajo extensa decid revisar restaurantes de comida peruana y di con este ped un pulpo per caribe y sin problemas me hicieron un cambio del acompaamiento el sabor y la coccin estaban perfectas y la combinacin con chicha morada fuelo mejorla atencin por parte de los dueos desde que ingres hasta que me retir del restaurante recomendadomsun pedazo de per en barranquilla el mejor arroz chaufa que hemos probado el servicio es muy especial te atienden los dueos un peruano y una cartagenera muy atentos simplemente deliciososabor peruano en barranquilladespus de una semana de comida colombiana buenas y diferentes a la peruana el tiradito y el ceviche fueron una delicia un viaje mental a pertoda una deliciadeliciosa y variada comida peruanay clida atencinel ambiente es pequeo y acogedor a todos nos encantdeliciosola comida es exquisita la mejor comida peruana de barranquilla su dueo es peruano y destaca que la comida mantiene la tradicin de los hogares del per las mejores salsa huancana que podrn encontrar en esta ciudad","#45 de 503 restaurantes en Barranquilla"
"15",15,"Saludable","Bajo",3,3,"Calle 96 46 32, Barranquilla 080020 Colombia",NA,"deliciosoeconomicola comida es deliciosa con protena y vegetales frescos las porciones son abundantes en comparacin con otros restaurantes con el mismo rango de precios solo no me gusto el sabor un poco exagerado a mi gusto de jengibre en el lomein y aun asi estabaexquisito 910msque desastrepara comer en el sitio imposible las mesas estan grasosas y el aire no funcionaba asi que pedimos para comer en el carro y nos sirvieron como con desgano literal si quisiera que me tratan mal voy a otros sitios en los que la comidapor lo menos es mejorla fotose ve aseada pero el piso y las mesas son un graserio terriblemsbastante regulardebes tener suerte la en general es muy baja de proteinas me sent engaado lo que te sirven es muy diferente de lo que ofrecen","#440 de 503 restaurantes en Barranquilla"
"16",16,"Saludable","Alto",4,6,"Carrera 56 98 65 Centro Comercial Plaza Del Parque, Barranquilla 080001 Colombia",NA,"psima atencin y organizacin nos tuvieron media hora esperando en la puerta mientras se desocupaba una mesa y cuando la mesa se desocup y ya bamos entrar la mesera nos dijo que la mesa estaba reservada psima atencin en este restaurante y respuesta por parte de la administradorala celebracinen olivia la pasamos increble exquisito ambiente comida deliciosa atencin esmeraday ubicado en un lugar muy concurrido y fcil de llegaralmuerzo showerla comida deliciosa y muy variada buen servicio atencin y precio el ambiente muy acogedor compartir en el lugar es muy agradableuna buena opcin para pasar un rato agradableempecemos por el ambiente muy acogedor la temperatura bien administrada ni fro agobiante ni calor sofocanteel servicio bueno cuando llegamos no haba mesa disponible pero en cuestin de 5 minutos nos ubicaron cmodamente el personal con el que tuvimos contacto paisa entendible por elorigen del restaurante son muy clidos y atentos una atencin muy espontnea nada forzadala comida deliciosa la carta amplia para elegirlos camarones al ajillo especiales las pizzas ni hablarmslas pastas son demasiado deliciosaslas pastas son demasiado deliciosas el sitio es demasiado nice ambiente msica todo espectacular llegamos y mil aos para atendernos sper todo pero hay que mejorar el servicio para que el sitio sea perfectosiempre una gran opcinmuy recomendado empezando por el ambiente y la atencin la carta es amplia y los platos son deliciosos","#250 de 503 restaurantes en Barranquilla"
"17",17,"Saludable","Bajo",3,2,"Carrera 64 84 08 Local 3, Barranquilla 080001 Colombia",NA,"pesimo serviciopsimo servicio deberan poner un aviso que si van a trabajar no se pueden sentar en el lugar me sent acosada porque estaba pendiente si me iban a levantar de la mesa cuando se llenara el lugar porque fue lo que manifest la mesera quenos atendi que solo podamos estar mximo una hora porque sacamos el computador para revisar unas cosas y que si se llenaba el lugar debamos desocupar la mesala actitud del administrador no fue la mejor cuando se le manifest la inconformidad no volveramscena ligera con amigosla primera vez que fui a este lugar me gust mucho buen servicio buena ubicacin pero lo mejor la comida comida tipo saludable y de buena calidad es muy ideal cuando quieres comer algo ligero por la tarde o por la noche precios muy razonables","#454 de 503 restaurantes en Barranquilla"
"18",18,"Saludable","Medio",4.5,17,"Carrera 61 No 66 64, Barranquilla 080002 Colombia"," Cerrado ahora:  Ver todos los horarios","excelentebuen restaurante un osis en barranquilla excelente cocina francesa y carnes espectaculares todo a muy buen precio situado en un barrio tradicional de la ciudad en una bella casona lo atiende directamente su dueo y chef lo recomiendoexcelente gratsima sorpresafuimos hoy en familia a celebrar el da de la madre el sitio es sencillo en un barrio tradicional de barranquilla agradable cmodo bien iluminado es una vieja casona del barrio bellavista el dueo y chef es un suizo llamado stefano muy amable la comidaexcelente deliciosas carnes sobre todo el steak 3pimientas para la celebracin tenan un men completsimo con cctel entrada de volovanes con mariscos o crema de ahuyama de plato fuerte una variedad de carnes con langostinos tocineta y un pur de papas espectacular de postre un mousse de chocolate en salsa de mango delicioso o si noislas flotantesbuenos y variados vinos precios mdicos para la calidad de la comida lo recomiendo vale la pena muy buena comida francesa buen servicio todo sin tanta prosopopeya y a precios moderadosmsuna delicia francesaexcelente servicio comida exquisita un sueo de atencin platillosdiferentes variados y a muy buen precio y lo mejor de todo atendido por el chef y propietariorecomendablebuen sitio al interior de una casa amplia muy original llevar la carta en tablero a la mesa un men surtido la preparacin de los platos es buena y tiene buen sabor la msica es agradable y es una buena opcin para conversar mi comidaestaba un poco salada pero el chef fue a la mesa a atender las recomendaciones buen lugar al que le auguro much oexitomscena romntica con mi esposame gust mucho el restaurante el chef francs nos atendi personalmente disfrutamos la cena y el vino recomiendo el cheesecake de bananola casona del francses unverdadero placer cenar en la casona del francs la comida es deliciosa tiene una excelente atencin el chef y propietario es muy amable es quien nos da la bienvenida cuando no est en la cocina siempre esta pendiente de todo muy atentoy lacomida es exquisita los sbados hay msica en vivo una chica canta con su guitarra tiene una hermossima voz el ambiente es muy agradable para cenar hablar y compartir recomendadomsuna delicia atencin comida y lugarautntica comida francesa te la tengo la casona del francs un restaurante con una excelente y exquisita seleccin de platos exquisitos en esta visita hicimos comenzamos con una entrada d ensalada mixta lechuga tomates jamn serrano melon queso cebolla roja y un toque de aceitede oliva una delicia luego una mezcla de platos fuertes lomo a las 3 pimientas acompaada de papas a la francesa no es picante las pimienta se mantienen al margen la carne 34tos bn jugosa manteniendo la textura y el sabor y la lasagna a la bolaesa eso s tiene su toque frances el sabor es delicioso y su salsa roja no empalaga como ocurren con muchas de las lasagna q pueden encontrarse en la ciudad excelente atencin msica y sin lugar a duda la mano del chef frances stphane dangelo en cada plato cuidando su presentacin y detalle de cada platomsque deliciano conoca y vine hoy por primera vezme transport a paris con sus saboresse nota q el chef y propietario es francssper recomendado voy a volver muchas vecesbuena comidaprobamos prcticamente toda la oferta del sitio compartindola entre todosbuena comida de bistroel sitio poco agradable y con aire acondicionado deficienteel propietario debera asesorarse con un profesional del diseovaldra la penatodo perfecto este es un pequeo y reciente restaurante de la ciudad tiene un men pequeo pero muy bien manejadoel toque francs est dado de forma sencilla sin amaneramiento para repetir la sopa tradicional de cebolla y la sobrebarriga bavette excepcional los postres de ensueoesterestaurante incrementa con calidad la oferta gastronmica barranquillerano deje de probarloms","#158 de 503 restaurantes en Barranquilla"
"19",19,"Saludable","Bajo",4.5,8,"Carrera 53 Con 82 Esquina Local 4, Barranquilla Colombia",NA,"buena comida grata experiencia la comida espectacular solo superada por el excelente servicio que nos brindaronvale la penael lugar la comida y la atencin factores que logran enamorarmediocre y caroped un burrito ranchero y result ser un enorme mazacote repleto de arroz al curry que no sabe a nada con media salchicha zen y una hilacha de tocineta no s cmo pueda ser saludable inspido falto de condimento y supremamente seco adems carsimo teclavan ese precio por tener a un chico muy amable haciendo malabares con un cuchillo tpica trampa para oficinista pretencioso no vuelvo nunca msmsmuy buenoya era hora que hubiera un restaurante de este tipo en barranquilla comida sana buenos precios y buena variedadexcelente una opcin diferente comida fresca saludable abundante buenos precios y muy buena atencincuenta con parque infantilrecomiendo el cesars wrapito las ensaladas todo es ricodiferentela verdad es una opcin diferente es un tipo de comida rpida con variedad de combinaciones cuya base es el pollo la atencin es excelente y el precio es normal parecido al de cualquier restaurante de comidas rpidas aunque en ese lugar es mucho mssanomsrecomendadoel restaurante es muy bueno la comida es deliciosa precios desde 11900 las alitas en salsa bbq buenisimasla comida era buena pero nada como adoba o chipotleme fui deseando con todo mi corazn que sera adoba o chipotle restaurantes echo de estados unidos la comida estaba bien todo estaba limpio y que cocinar y cortar la pechuga de pollo me gusta saber que estoy comiendo pechuga de pollo pero el saborde chipotle y adoba simplemente no le pegaba sin embargo si ests buscando una buena comida un poco diferente de la comida del almuerzo hora de norma barranquillams","#243 de 503 restaurantes en Barranquilla"
"20",20,"Saludable","Medio",4,13,"Carrera 50 82 254, Barranquilla 080020 Colombia",NA,"la ensalada de pavoes deliciosaa tenia ganas de una ensalada muy rica y llegue al lugar indicado la salsa es exquisita y a un precio justo volveria mil vecesamo su sandwich de camarnel sitio pequeito pero acogedor ofrece deliciosas alternativas el personal de meseros sper amables y pendientes de complacer los pedidos le reforzara la seguridad especialmente en la terraza con un vigilante privado que le de mayor seguridad a los comensales que eligen el ambiente exteriorlas salsas que utilizan en la ensalada terrine y en el sandwinch de camarones son de muerte lenta deli cio sas tanto que no entiendo porqu no han pensado en comercializarlas como ahora hacen tantos restaurantesmsexcelente las mejores ensalada y sandwich en barranquilla la atencin muy buena y me gustara un poco ms de salsa para las ensaladas pero del resto especsaludablemente delicioso compartir con amigos con un men excelente y una grata atencines estar en este sitio las ensaladas y el club sndwich superr recomedadooacogedordesde que se ingresa al sitio se percibe que las recomendaciones de ir eran ciertasla atencin y explicacin de los diferentes platos ayuda al cliente a decidirescogimos la ensalada de la casa y podemos decir que es muy buena abundante para el precioy acompaada del pan que suministran es un plato que seguro volveremos a pedirpodemos resumir en que recomendamos este sitio a los que les gusta una buena charla acompaada de una buena cena ligeramsbuena ensaladapara compartiry tener un comida saludable con buen precio la terrine da pocas pero buenas opciones de este tipo de comidabuen gustositio agradable con un buen menu un jugo de mandarina excelente y la ensalada terrine una de las mejores que he probadouna buena opcioneste es un buen restaurante con opciones deliciosas y variadas las ensaladas son excelentes y los sandwichs tambien lo unico es que hay ocasiones en que uno realmente quiere comer alli pero ya lo encuentra cerradoexcelenteagradable ambiente con buena msica excelente la variedad en la carta tanto en ensaladas sopas cremas y sandwiches meseros atentos y rapido serviciorecomiendoel sandwich de camaron en pan ciabata la ensalada de quinoa y la de la casa terrinede los mejores club sandwich el ambiente es agradable la amabilidad impecable muy enfocado en la satisfaccin del pblico en su categora le doy una calificacin de 45","#277 de 503 restaurantes en Barranquilla"
"21",21,"Saludable","Bajo",4.5,72,"Carrera 64 # 81b, 102, Barranquilla 080001 Colombia"," Cerrado ahora:  Ver todos los horarios","muy pequeas porcionesits really good es muy buenooutdoor or indoor terraza o internogood service buen serviciobig issuedato grande relevanteportions of pasta are too small and they charge like a big oneporciones de pasta muy pequeas y te las cobran como grandelapasta es muy economica para servir pequeo por mas artesanal que seapara llenarse hay que pedir dos pastas plato fuerte y eso seria 80000 pesosprefiero cobren una pasta en 45000 y que sea grande a 38000 y eso se acabacon nadamspasta carbonara el administrador muy grosero con los de la cocina delante de mi tiro un pan a la basura porq lo dejaron quemar pedimos pasta carbonara mal sabor medio dura as fue consumida y en efecto me hizo mal la vomit una limonada de coco sinsabor a coco mejoren el servicio y la comidamsexcelentecomo italiano que soy no puedo no decir que la bota es el nico restaurante italiano en barranquilla el chef elio tiene grande sabidura experiencia y buen gusto para que ustedes puedan disfrutar de platos muy sabrosos y originalesexcelente atencionpara disfrutar de la verdadera comida italiana es el mejor todo hecho ahi sin salsas prefabricadas que saben igual todo es excelentesuper recomendadopsimo serviciovine a compartir con unas amigas y pasamos un mal rato psimo servicio el mesero es un grosero y tosco no tiene ni idea de servicio al clientedeliciosoexcelente restaurante atendido personalmente por su propietario platos con pasta fresca excelente bolognesa y las almejas para chuparse los dedos tienen muy buenos vinos italianos entre los que encontr un exquisito primitivo recomendado 100muy buenocuanta con msica en vivo las pastas muy buenas y el ambiente bastante agradable una visita para repetirun excelente restaurante de comida italianael restaurante es una magnfica opcin si se quiere comer comida italiana en barranquilla es atendido personalmente por el dueo quien es el encargado de preparar la pasta fresca en el caso que sea la opcin elegida tiene buena msica y la atencin es buenano tiene grandes pretensiones pero la comida es deliciosamsotra opcin en comida italianaexcelente ambiente y atencin el sitio es pequeo pero muy acogedor la comida muy buena y el precio es algo costosola pizza no es buenafuimos en familiala pizza no es buena ni el sabor ni el tamao sustenta el muy alto precio no lo recomiendo","#44 de 503 restaurantes en Barranquilla"
"22",22,"Saludable","Bajo",5,1,"Avenida Del Río Caiman Del Rio, Barranquilla Colombia",NA,"flamingo pokeun lugar donde puedes encontrar todas las opciones puedes armar tu poke o escoger dentro de las sugerencias de la casa tambin tienen sushi","#342 de 503 restaurantes en Barranquilla"
"23",23,"Saludable","Bajo",NA,NA,"Calle 93 43 234, Barranquilla 080020 Colombia",NA,"na",""
"24",24,"Saludable","Bajo",NA,NA,"Calle 80 #42 E 294 Local 2, Barranquilla Colombia",NA,"na",""
"25",25,"Saludable","Bajo",NA,NA,"Calle 78 53 70 CC Villacountry Plaza de Comidas, 3rd Floor, Barranquilla 080001 Colombia",NA,"na",""
"26",26,"Saludable","Bajo",NA,NA,"Carrera 41 # 65 Esquina, Barranquilla 080002 Colombia"," Cerrado ahora:  Ver todos los horarios","na",""
"27",27,"Saludable","Bajo",NA,NA,"Calle 40 22 58 Barrio San Josè, Barranquilla 080003 Colombia",NA,"na",""
"28",28,"Saludable","No disponible",NA,NA,"Carrera 61 68 125 Barrio Bella Vista, Barranquilla 080002 Colombia"," Cerrado ahora:  Ver todos los horarios","na",""
"29",29,"Saludable","No disponible",NA,NA,"Carrera 42h 90 165, Barranquilla 080020 Colombia"," Abierto ahora: 09:00 a. m. - 4:00 p. m.","na",""
"30",30,"Saludable","No disponible",NA,NA,"Calle 70 60 37, Barranquilla 080002 Colombia",NA,"na",""
"31",31,"De la india","Bajo",NA,NA,"Kra 53 # 84 - 26, Barranquilla 080020 Colombia",NA,"na",""
