"","Familia","Departamento","Genero","Edad","Parentesco","Estado.civil","Nivel.educativo.alcanzado","Empleo.antes","Rama.actividad","tiempo.en.colombia","Horas.disponibles"
"16297","5076907 - 3","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"16298","5076907 - 4","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16299","5076907 - 5","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]"
"16300","5076909 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades empresariales","Menos de 1 año","(48,130]"
"16301","5076909 - 1","Region cafetera 1","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades empresariales","Menos de 1 año","(48,130]"
"16302","5076918 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16303","5076918 - 1","Region cafetera 1","Masculino","(18,26]","Otros No parientes","Soltero","Media (10o -13o)","Si","Otras actividades empresariales","Menos de 1 año","(39,48]"
"16304","5076918 - 1","Region cafetera 1","Masculino","(26,59]","Otros No parientes","Separado y/o viudo","Básica secundaria","Si","Otras actividades empresariales","Menos de 1 año","(48,130]"
"16305","5076918 - 1","Region cafetera 1","Masculino","(26,59]","Otros No parientes","Separado y/o viudo","Básica secundaria","Si","Otras actividades empresariales","Entre 1 y 5 años","(48,130]"
"16306","5076924 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Correo y telecomunicaciones","Entre 1 y 5 años","(39,48]"
"16307","5076924 - 1","Region cafetera 1","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16308","5076924 - 1","Region cafetera 1","Masculino","(26,59]","Otros No parientes","Separado y/o viudo","Superior o universitaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]"
"16309","5076948 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Captación, depuración y distribución de agua","Mas de 5 años","(39,48]"
"16310","5077010 - 1","Region cafetera 1","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Construcción","Menos de 1 año","(39,48]"
"16311","5077010 - 1","Region cafetera 1","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Fabricación de prendas de vestir","Menos de 1 año","(39,48]"
"16312","5077010 - 1","Region cafetera 1","Masculino","(18,26]","Otros parientes","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"16313","5077010 - 1","Region cafetera 1","Femenino","(14,18]","Otros parientes","Casado y/o union libre","Media (10o -13o)","No","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"16314","5077024 - 1","Region cafetera 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"16315","5077024 - 1","Region cafetera 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"16316","5077028 - 1","Region cafetera 1","Femenino","(26,59]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"16317","5077065 - 1","Region Norte 1","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"16318","5077065 - 1","Region Norte 1","Femenino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16319","5077065 - 1","Region Norte 1","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"16320","5077077 - 1","Region Norte 1","Femenino","(26,59]","Otros No parientes","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(48,130]"
"16321","5077078 - 1","Region Norte 1","Femenino","(26,59]","Otros No parientes","Soltero","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16322","5077079 - 1","Region Norte 1","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Fabricación de prendas de vestir","Entre 1 y 5 años","(48,130]"
"16323","5077079 - 1","Region Norte 1","Masculino","(26,59]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Actividades complementarias/auxiliares al transporte","Menos de 1 año","(39,48]"
"16324","5077089 - 1","Region Norte 1","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Otras actividades empresariales","Entre 1 y 5 años","(39,48]"
"16325","5077089 - 1","Region Norte 1","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16326","5077095 - 1","Region Norte 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica primaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16327","5077095 - 1","Region Norte 1","Femenino","(18,26]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]"
"16328","5077095 - 1","Region Norte 1","Masculino","(14,18]","Otros parientes","Soltero","Básica secundaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]"
"16329","5077098 - 1","Region Norte 1","Femenino","(18,26]","Otros parientes","Casado y/o union libre","Media (10o -13o)","No","Otras actividades de servicios","Entre 1 y 5 años","(48,130]"
"16330","5077098 - 1","Region Norte 1","Masculino","(26,59]","Otros No parientes","Casado y/o union libre","Media (10o -13o)","Si","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(48,130]"
"16331","5077119 - 1","Region Norte 1","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Elaboración de productos alimenticios","Entre 1 y 5 años","(39,48]"
"16332","5077119 - 1","Region Norte 1","Masculino","(18,26]","Nucleo familiar","Soltero","Básica secundaria","Si","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(39,48]"
"16333","5077119 - 1","Region Norte 1","Masculino","(18,26]","Nucleo familiar","Separado y/o viudo","Básica primaria","No","Construcción","Entre 1 y 5 años","(39,48]"
"16334","5077119 - 1","Region Norte 1","Masculino","(26,59]","Otros parientes","Soltero","Básica primaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"16335","5077139 - 1","Region Norte 1","Masculino","(26,59]","Otros parientes","Soltero","Ninguno/No_sabe","Si","Otras actividades de servicios","Entre 1 y 5 años","(0,39]"
"16336","5077168 - 1","Region Norte 1","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16337","5077170 - 1","Region Norte 1","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(0,39]"
"16338","5077170 - 1","Region Norte 1","Femenino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(0,39]"
"16339","5077175 - 1","Region Norte 1","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16340","5077200 - 1","Region Norte 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Mas de 5 años","(0,39]"
"16341","5077205 - 1","Region Norte 1","Femenino","(11,14]","Otros No parientes","Soltero","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16342","5077222 - 1","Region Norte 1","Femenino","(26,59]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16343","5077222 - 1","Region Norte 1","Femenino","(18,26]","Otros No parientes","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16344","5077229 - 1","Region Norte 1","Masculino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","Si","Correo y telecomunicaciones","Mas de 5 años","(39,48]"
"16345","5077230 - 1","Region Norte 1","Femenino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]"
"16346","5077262 - 1","Region Central 1","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"16347","5077262 - 1","Region Central 1","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Ninguno/No_sabe","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16348","5077290 - 1","Region Central 1","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"16349","5077316 - 1","Region Central 1","Masculino","(18,26]","Otros No parientes","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16350","5077316 - 1","Region Central 1","Femenino","(26,59]","Otros No parientes","Casado y/o union libre","Superior o universitaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16351","5077330 - 1","Region Central 1","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(48,130]"
"16352","5077388 - 1","Region Central 1","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de productos de metal","Entre 1 y 5 años","(48,130]"
"16353","5077388 - 1","Region Central 1","Femenino","(18,26]","Otros parientes","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"16354","5077466 - 1","Region Norte 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Fabricación de sustancias y productos químicos","Entre 1 y 5 años","(39,48]"
"16355","5077466 - 1","Region Norte 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16356","5077467 - 1","Region Norte 2","Femenino","(59,100]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16357","5077467 - 1","Region Norte 2","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"16358","5077476 - 1","Region Norte 2","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16359","5077480 - 1","Region Norte 2","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"16360","5077488 - 1","Region Norte 2","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16361","5077488 - 1","Region Norte 2","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"16362","5077558 - 1","Region Central 2","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Fabricación de prendas de vestir","Entre 1 y 5 años","(39,48]"
"16363","5077579 - 1","Region Central 2","Masculino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(48,130]"
"16364","5077605 - 1","Region Cafetera 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","No","Otras actividades de servicios","Menos de 1 año","(48,130]"
"16365","5077605 - 1","Region Cafetera 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Menos de 1 año","(48,130]"
"16366","5077605 - 1","Region Cafetera 2","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","No","Otras actividades empresariales","Menos de 1 año","(39,48]"
"16367","5077612 - 1","Region Cafetera 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16368","5077612 - 1","Region Cafetera 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","No","Otras actividades de servicios","Menos de 1 año","(39,48]"
"16369","5077612 - 1","Region Cafetera 2","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","No","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"16370","5077612 - 1","Region Cafetera 2","Masculino","(18,26]","Otros parientes","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16371","5077612 - 1","Region Cafetera 2","Femenino","(14,18]","Otros No parientes","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Menos de 1 año","(48,130]"
"16372","5077689 - 1","Region Cafetera 2","Masculino","(26,59]","Otros parientes","Separado y/o viudo","Básica primaria","Si","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(48,130]"
"16373","5077832 - 1","Region Suroccidente","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16374","5077832 - 1","Region Suroccidente","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16375","5077832 - 1","Region Suroccidente","Masculino","(59,100]","Otros parientes","Separado y/o viudo","Básica primaria","No","Construcción","Entre 1 y 5 años","(48,130]"
"16376","5077832 - 1","Region Suroccidente","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16377","5077832 - 1","Region Suroccidente","Femenino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16378","5077832 - 1","Region Suroccidente","Masculino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16379","5077832 - 1","Region Suroccidente","Masculino","(18,26]","Otros parientes","Soltero","Superior o universitaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16380","5077992 - 1","Region Norte 2","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]"
"16381","5077998 - 1","Region Norte 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Otras actividades empresariales","Entre 1 y 5 años","(39,48]"
"16382","5077998 - 1","Region Norte 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Otras actividades de servicios","Menos de 1 año","(39,48]"
"16383","5078016 - 1","Region Norte 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"16384","5078035 - 1","Region Norte 2","Femenino","(26,59]","Otros No parientes","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16385","5078042 - 1","Region Norte 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16386","5078042 - 1","Region Norte 2","Masculino","(26,59]","Otros parientes","Separado y/o viudo","Básica secundaria","Si","Comercio al por mayor y al por menor","Mas de 5 años","(48,130]"
"16387","5078054 - 1","Region Norte 2","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Superior o universitaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16388","5078056 - 1","Region Norte 2","Masculino","(18,26]","Otros No parientes","Soltero","Básica secundaria","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16389","5078056 - 1","Region Norte 2","Masculino","(18,26]","Otros No parientes","Soltero","Básica secundaria","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16390","5078056 - 1","Region Norte 2","Masculino","(14,18]","Otros No parientes","Soltero","Ninguno/No_sabe","No","Otras actividades de servicios","Entre 1 y 5 años","(0,39]"
"16391","5078056 - 1","Region Norte 2","Masculino","(14,18]","Otros No parientes","Soltero","Ninguno/No_sabe","No","Otras actividades de servicios","Entre 1 y 5 años","(0,39]"
"16392","5078056 - 2","Region Norte 2","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"16393","5078056 - 2","Region Norte 2","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16394","5078056 - 3","Region Norte 2","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Ninguno/No_sabe","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16395","5078056 - 4","Region Norte 2","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades empresariales","Menos de 1 año","(39,48]"
"16396","5078056 - 4","Region Norte 2","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]"
"16397","5078057 - 1","Region Norte 2","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"16398","5078057 - 1","Region Norte 2","Femenino","(14,18]","Nucleo familiar","Soltero","Media (10o -13o)","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"16399","5078061 - 1","Region Norte 2","Masculino","(59,100]","Otros No parientes","Casado y/o union libre","Media (10o -13o)","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]"
"16400","5078062 - 1","Region Norte 2","Femenino","(26,59]","Otros No parientes","Separado y/o viudo","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(48,130]"
"16401","5078067 - 1","Region Norte 2","Femenino","(26,59]","Otros No parientes","Soltero","Media (10o -13o)","No","Hogares privados con servicio doméstico","Entre 1 y 5 años","(48,130]"
"16402","5078075 - 1","Region Norte 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16403","5078075 - 1","Region Norte 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Menos de 1 año","(39,48]"
"16404","5078166 - 1","Region Norte 3","Masculino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"16405","5078166 - 1","Region Norte 3","Masculino","(26,59]","Otros No parientes","Separado y/o viudo","Media (10o -13o)","Si","Fabricación de muebles / industrias manufactureras","Entre 1 y 5 años","(48,130]"
"16406","5078166 - 1","Region Norte 3","Masculino","(18,26]","Otros No parientes","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16407","5078166 - 1","Region Norte 3","Masculino","(26,59]","Otros No parientes","Soltero","Superior o universitaria","Si","Educación","Menos de 1 año","(39,48]"
"16408","5078166 - 1","Region Norte 3","Masculino","(14,18]","Otros No parientes","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"16409","5078172 - 1","Region Norte 3","Femenino","(18,26]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"16410","5078172 - 1","Region Norte 3","Masculino","(18,26]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]"
"16411","5078172 - 1","Region Norte 3","Masculino","(18,26]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16412","5078172 - 1","Region Norte 3","Masculino","(18,26]","Otros parientes","Soltero","Básica secundaria","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]"
"16413","5078355 - 1","Region Suroccidente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16414","5078355 - 1","Region Suroccidente","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"16415","5078388 - 1","Region Suroccidente","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Superior o universitaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(48,130]"
"16416","5078388 - 1","Region Suroccidente","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades empresariales","Entre 1 y 5 años","(39,48]"
"16417","5078388 - 1","Region Suroccidente","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"16418","5078413 - 1","Region Suroccidente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]"
"16419","5078413 - 1","Region Suroccidente","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]"
"16420","5078413 - 1","Region Suroccidente","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"16421","5078413 - 1","Region Suroccidente","Masculino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"16422","5078490 - 1","Region Cluster 4","Femenino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"16423","5078490 - 1","Region Cluster 4","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"16424","5078490 - 1","Region Cluster 4","Masculino","(14,18]","Otros parientes","Soltero","Básica secundaria","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(0,39]"
"16425","5078490 - 1","Region Cluster 4","Femenino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(0,39]"
"16426","5078502 - 1","Region Cluster 4","Femenino","(18,26]","Otros No parientes","Soltero","Media (10o -13o)","No","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16427","5078512 - 1","Region Cluster 4","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"16428","5078516 - 1","Region Cluster 4","Femenino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"16429","5078516 - 1","Region Cluster 4","Masculino","(18,26]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(39,48]"
"16430","5078519 - 1","Region Cluster 4","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Construcción","Menos de 1 año","(48,130]"
"16431","5078525 - 1","Region Cluster 4","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(39,48]"
"16432","5078525 - 1","Region Cluster 4","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(0,39]"
"16433","5078547 - 1","Region Cluster 4","Femenino","(59,100]","Nucleo familiar","Casado y/o union libre","Básica primaria","No","Fabricación de prendas de vestir","Entre 1 y 5 años","(48,130]"
"16434","5078562 - 1","Region Cluster 4","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Servicios sociales y de salud","Menos de 1 año","(48,130]"
"16435","5078585 - 1","Region Cluster 4","Femenino","(18,26]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Otras actividades de servicios","Mas de 5 años","(48,130]"
"16436","5078590 - 1","Region Cluster 4","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"16437","5078590 - 1","Region Cluster 4","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"16438","5078591 - 1","Region Cluster 4","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Fabricación de prendas de vestir","Entre 1 y 5 años","(48,130]"
"16439","5078591 - 1","Region Cluster 4","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica primaria","No","Fabricación de prendas de vestir","Entre 1 y 5 años","(48,130]"
"16440","5078602 - 1","Region Cluster 4","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Mas de 5 años","(39,48]"
"16441","5078678 - 1","Region Norte 3","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Básica primaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"16442","5078683 - 1","Region Norte 3","Masculino","(26,59]","Jefe de hogar","Separado y/o viudo","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"16443","5078683 - 1","Region Norte 3","Masculino","(26,59]","Otros No parientes","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16444","5078683 - 1","Region Norte 3","Masculino","(26,59]","Otros No parientes","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]"
"16445","5078690 - 1","Region Norte 3","Femenino","(18,26]","Otros No parientes","Casado y/o union libre","Media (10o -13o)","Si","Elaboración de productos alimenticios","Entre 1 y 5 años","(39,48]"
